Name,Full Name,Age,Height,Nationality,Overall,Potential,First Name,Last Name
J. Steele,Jason Steele,27,188.0,England,67,70,Jason,Steele
J. Gradit,Jonathan Gradit,25,180.0,France,67,70,Jonathan,Gradit
J. Aja,José Aja,25,193.0,Uruguay,67,70,José,Aja
João Pedro,João Pedro,25,180.0,Brazil,67,70,João,Pedro
K. Pusch,Kolja Pusch,25,180.0,Germany,67,70,Kolja,Pusch
K. Løkberg,Kristoffer Løkberg,26,175.0,Norway,67,70,Kristoffer,Løkberg
L. Isgrove,Lloyd Isgrove,25,178.0,Wales,67,70,Lloyd,Isgrove
L. Acevedo,Lucas Acevedo,26,198.0,Argentina,67,70,Lucas,Acevedo
L. Slagveer,Luciano Slagveer,24,178.0,Netherlands,67,70,Luciano,Slagveer
Luís Cortez,Luís Cortez,24,175.0,Portugal,67,70,Luís,Cortez
M. Ritzmaier,Marcel Ritzmaier,25,180.0,Austria,67,70,Marcel,Ritzmaier
M. Moscati,Marco Moscati,25,180.0,Italy,67,70,Marco,Moscati
M. López,Marcos Mauro López,27,188.0,Argentina,67,70,Marcos,Mauro López
M. Bukata,Martin Bukata,24,175.0,Slovakia,67,70,Martin,Bukata
M. Wanitzek,Marvin Wanitzek,25,178.0,Germany,67,70,Marvin,Wanitzek
M. Preston,Matt Preston,23,183.0,England,67,70,Matt,Preston
M. Hamdaoui,Mohamed Hamdaoui,25,170.0,Netherlands,67,70,Mohamed,Hamdaoui
Moon Chang Jin,Moon Chang Jin,24,170.0,Korea Republic,67,70,Moon,Chang Jin
M. Rutten,Moreno Rutten,25,178.0,Netherlands,67,70,Moreno,Rutten
Nacho,Nacho,25,178.0,Spain,67,70,Nacho,-
N. Yennaris,Nicholas Yennaris,25,170.0,England,67,70,Nicholas,Yennaris
N. Palacios,Nicolás Palacios,26,190.0,Colombia,67,70,Nicolás,Palacios
R. Di Gennaro,Raffaele Di Gennaro,24,188.0,Italy,67,70,Raffaele,Di Gennaro
R. Hall,Rob Hall,24,173.0,England,67,70,Rob,Hall
R. Buess,Roman Buess,25,183.0,Switzerland,67,70,Roman,Buess
R. McKenzie,Rory McKenzie,24,175.0,Scotland,67,70,Rory,McKenzie
R. Williams,Ryan Williams,24,173.0,Australia,67,70,Ryan,Williams
R. Koike,Ryuta Koike,22,170.0,Japan,67,70,Ryuta,Koike
S. Kroon,Simon Kroon,25,183.0,Sweden,67,70,Simon,Kroon
S. O'Donnell,Stephen O'Donnell,26,183.0,Scotland,67,70,Stephen,O'Donnell
S. May,Stevie May,25,178.0,Scotland,67,70,Stevie,May
S. Nieuwpoort,Sven Nieuwpoort,25,180.0,Netherlands,67,70,Sven,Nieuwpoort
T. Bingöl,Tayfur Bingöl,25,180.0,Turkey,67,70,Tayfur,Bingöl
T. Tzandaris,Theofanis Tzandaris,25,173.0,Greece,67,70,Theofanis,Tzandaris
T. Lam,Thomas Lam,24,188.0,Finland,67,70,Thomas,Lam
T. Hoban,Tommie Hoban,24,188.0,Republic of Ireland,67,70,Tommie,Hoban
T. Blackett,Tyler Blackett,24,188.0,England,67,70,Tyler,Blackett
U. Segura,Ulises Segura,25,183.0,Costa Rica,67,70,Ulises,Segura
V. Berisha,Veton Berisha,24,175.0,Norway,67,70,Veton,Berisha
V. N'Simba,Vital N'Simba,24,168.0,DR Congo,67,70,Vital,N'Simba
V. Rodić,Vladimir Rodić,24,175.0,Montenegro,67,70,Vladimir,Rodić
W. Dammers,Wessel Dammers,23,185.0,Netherlands,67,70,Wessel,Dammers
Z. Ismail,Zeli Ismail,24,178.0,England,67,70,Zeli,Ismail
A. Pizzorno,Ángelo Pizzorno,25,185.0,Uruguay,67,70,Ángelo,Pizzorno
Alemão,Alemão,27,185.0,Brazil,67,69,Alemão,-
A. Calisir,André Calisir,28,180.0,Sweden,67,69,André,Calisir
B. Bahn,Bentley Baxter Bahn,25,180.0,Germany,67,69,Bentley,Baxter Bahn
B. Baráth,Botond Baráth,26,188.0,Hungary,67,69,Botond,Baráth
C. Çavlan,Caner Çavlan,26,175.0,Netherlands,67,69,Caner,Çavlan
C. Shields,Chris Shields,27,185.0,Republic of Ireland,67,69,Chris,Shields
C. Tabó,Christian Tabó,24,175.0,Uruguay,67,69,Christian,Tabó
C. Vargas,Cristian Vargas,28,183.0,Colombia,67,69,Cristian,Vargas
D. Giraldo,Daniel Giraldo,26,178.0,Colombia,67,69,Daniel,Giraldo
D. Bingham,David Bingham,28,188.0,United States,67,69,David,Bingham
D. Fällman,David Fällman,28,188.0,Sweden,67,69,David,Fällman
D. Mendoza,Diego Mendoza,25,185.0,Argentina,67,69,Diego,Mendoza
D. De Belder,Dylan De Belder,26,183.0,Belgium,67,69,Dylan,De Belder
E. Zavaleta,Eriq Zavaleta,25,185.0,United States,67,69,Eriq,Zavaleta
I. Vetokele,Igor Vetokele,26,173.0,Angola,67,69,Igor,Vetokele
I. Koné,Isaac Koné,27,180.0,France,67,69,Isaac,Koné
J. Donachie,James Donachie,25,196.0,Australia,67,69,James,Donachie
J. Löhmannsröben,Jan Löhmannsröben,27,185.0,Germany,67,69,Jan,Löhmannsröben
J. Bendik,Joe Bendik,29,190.0,United States,67,69,Joe,Bendik
J. Ávila,Jonathan Ávila,26,188.0,Colombia,67,69,Jonathan,Ávila
J. Valencia,José Valencia,26,188.0,Colombia,67,69,José,Valencia
J. Stojanović,Jovan Stojanović,26,188.0,Serbia,67,69,Jovan,Stojanović
J. Delgado,Juan Delgado,25,178.0,Chile,67,69,Juan,Delgado
J. Riedel,Julian Riedel,26,183.0,Germany,67,69,Julian,Riedel
Leandro,Leandro,25,178.0,Brazil,67,69,Leandro,-
L. Owona,Lucien Owona,27,188.0,Cameroon,67,69,Lucien,Owona
M. Farrona Pulido,Manuel Farrona Pulido,25,175.0,Germany,67,69,Manuel,Farrona Pulido
M. McNulty,Marc McNulty,25,178.0,Scotland,67,69,Marc,McNulty
M. Lampson,Matt Lampson,28,190.0,United States,67,69,Matt,Lampson
M. Jiménez,Miguel Jiménez,28,183.0,Mexico,67,69,Miguel,Jiménez
N. Butzen,Nils Butzen,25,178.0,Germany,67,69,Nils,Butzen
Néstor Albiach,Néstor Albiach,25,188.0,Spain,67,69,Néstor,Albiach
P. Göbel,Patrick Göbel,24,170.0,Germany,67,69,Patrick,Göbel
P. Mullins,Patrick Mullins,26,185.0,United States,67,69,Patrick,Mullins
P. van Ooijen,Peter van Ooijen,26,178.0,Netherlands,67,69,Peter,van Ooijen
Quintanilla,Quintanilla,27,183.0,Spain,67,69,Quintanilla,-
R. Meara,Ryan Meara,27,193.0,Republic of Ireland,67,69,Ryan,Meara
S. Gallucci,Santiago Gallucci,27,180.0,Argentina,67,69,Santiago,Gallucci
S. Eastwood,Simon Eastwood,29,188.0,England,67,69,Simon,Eastwood
S. Scherder,Simon Scherder,25,188.0,Germany,67,69,Simon,Scherder
S. Wannenwetsch,Stefan Wannenwetsch,26,178.0,Germany,67,69,Stefan,Wannenwetsch
Sérgio Marakis,Sérgio Marakis,26,178.0,Portugal,67,69,Sérgio,Marakis
T. Lorch,Thembinkosi Lorch,24,170.0,South Africa,67,69,Thembinkosi,Lorch
T. Hájek,Tomáš Hájek,26,188.0,Czech Republic,67,69,Tomáš,Hájek
V. Eicher,Vitus Eicher,27,190.0,Germany,67,69,Vitus,Eicher
Y. El Jebli,Youssef El Jebli,25,178.0,Netherlands,67,69,Youssef,El Jebli
A. Ibrahim,Abdisalam Ibrahim,27,185.0,Norway,67,68,Abdisalam,Ibrahim
A. Lazaar,Achraf Lazaar,26,183.0,Morocco,67,68,Achraf,Lazaar
A. Barbaro,Alejandro Barbaro,26,178.0,Argentina,67,68,Alejandro,Barbaro
A. Márquez,Alejandro Márquez,26,173.0,Chile,67,68,Alejandro,Márquez
A. Iacobucci,Alessandro Iacobucci,27,188.0,Italy,67,68,Alessandro,Iacobucci
A. Crawford,Ali Crawford,26,178.0,Scotland,67,68,Ali,Crawford
A. Halliday,Andy Halliday,26,173.0,Scotland,67,68,Andy,Halliday
A. Jung,Anthony Jung,26,185.0,Germany,67,68,Anthony,Jung
Asdrúbal,Asdrúbal,27,173.0,Spain,67,68,Asdrúbal,-
A. Masika,Ayub Timbe Masika,25,170.0,Kenya,67,68,Ayub,Timbe Masika
B. Sweat,Ben Sweat,26,188.0,United States,67,68,Ben,Sweat
B. Romero,Braian Romero,27,175.0,Argentina,67,68,Braian,Romero
C. Traoré,Charles Traoré,26,180.0,Mali,67,68,Charles,Traoré
Choi Sung Keun,Choi Sung Keun,26,180.0,Korea Republic,67,68,Choi,Sung Keun
C. Burke,Cory Burke,26,190.0,Jamaica,67,68,Cory,Burke
D. Høegh,Daniel Høegh,27,190.0,Denmark,67,68,Daniel,Høegh
D. Lovitz,Daniel Lovitz,26,178.0,United States,67,68,Daniel,Lovitz
D. Steres,Daniel Steres,27,183.0,United States,67,68,Daniel,Steres
D. Koppers,Dico Koppers,26,178.0,Netherlands,67,68,Dico,Koppers
D. McGowan,Dylan McGowan,26,185.0,Australia,67,68,Dylan,McGowan
E. Vega,Edison Vega,28,168.0,Ecuador,67,68,Edison,Vega
E. Akichi,Edmond Akichi,28,178.0,Ivory Coast,67,68,Edmond,Akichi
E. Aguilar,Elías Aguilar,26,175.0,Costa Rica,67,68,Elías,Aguilar
F. Serrarens,Fabian Serrarens,27,188.0,Netherlands,67,68,Fabian,Serrarens
G. Massey,Gavin Massey,25,180.0,England,67,68,Gavin,Massey
G. Ţucudean,George Ţucudean,27,188.0,Romania,67,68,George,Ţucudean
G. Zarfino,Giovanni Zarfino,26,183.0,Uruguay,67,68,Giovanni,Zarfino
G. Mastinu,Giuseppe Mastinu,26,175.0,Italy,67,68,Giuseppe,Mastinu
Guarrotxena,Guarrotxena,25,178.0,Spain,67,68,Guarrotxena,-
G. Hupperts,Guus Hupperts,26,175.0,Netherlands,67,68,Guus,Hupperts
H. Hansson,Hallur Hansson,25,183.0,Faroe Islands,67,68,Hallur,Hansson
H. Cummings,Harold Cummings,26,183.0,Panama,67,68,Harold,Cummings
H. Bahebri,Hattan Bahebri,25,170.0,Saudi Arabia,67,68,Hattan,Bahebri
J. Attinella,Jeff Attinella,29,188.0,United States,67,68,Jeff,Attinella
J. Mena,Jefferson Mena,29,183.0,Colombia,67,68,Jefferson,Mena
Jeong Woo Jae,Jeong Woo Jae,26,178.0,Korea Republic,67,68,Jeong,Woo Jae
J. Skalák,Jiří Skalák,26,178.0,Czech Republic,67,68,Jiří,Skalák
J. Newell,Joe Newell,25,185.0,England,67,68,Joe,Newell
J. Guthrie,Jon Guthrie,25,193.0,England,67,68,Jon,Guthrie
J. Taylor,Jon Taylor,25,168.0,England,67,68,Jon,Taylor
J. Nation,Jonatan Tollås Nation,28,188.0,Norway,67,68,Jonatan,Tollås Nation
J. Baxter,José Baxter,26,175.0,England,67,68,José,Baxter
Juan Muñiz,Juan Muñiz,26,178.0,Spain,67,68,Juan,Muñiz
J. Gómez,Juan Pablo Gómez,27,183.0,Argentina,67,68,Juan,Pablo Gómez
L. Geminiani,Lautaro Geminiani,27,178.0,Argentina,67,68,Lautaro,Geminiani
L. Néry,Loris Néry,27,175.0,France,67,68,Loris,Néry
L. Nestor,Loïc Nestor,29,178.0,France,67,68,Loïc,Nestor
L. Domínguez,Lucas Domínguez,28,188.0,Chile,67,68,Lucas,Domínguez
L. Hyam,Luke Hyam,26,178.0,England,67,68,Luke,Hyam
M. Starke,Manfred Starke,27,178.0,Namibia,67,68,Manfred,Starke
M. Perez,Manuel Perez,27,180.0,France,67,68,Manuel,Perez
M. Álvarez,Marcos Álvarez,26,178.0,Germany,67,68,Marcos,Álvarez
M. Deplagne,Mathieu Deplagne,26,183.0,France,67,68,Mathieu,Deplagne
M. Dreyer,Matthieu Dreyer,29,188.0,France,67,68,Matthieu,Dreyer
M. Escudero,Matías Escudero,29,175.0,Argentina,67,68,Matías,Escudero
M. Smith,Michael Smith,26,193.0,England,67,68,Michael,Smith
M. Barreto,Michaël Barreto,27,175.0,France,67,68,Michaël,Barreto
N. Yeri,Nahuel Yeri,26,175.0,Argentina,67,68,Nahuel,Yeri
Nuno Valente,Nuno Valente,26,175.0,Portugal,67,68,Nuno,Valente
P. Mandanda,Parfait Mandanda,28,183.0,DR Congo,67,68,Parfait,Mandanda
P. Eler,Patrik Eler,27,185.0,Slovenia,67,68,Patrik,Eler
Pedro Trigueira,Pedro Trigueira,30,193.0,Portugal,67,68,Pedro,Trigueira
P. Ofosu-Ayeh,Phil Ofosu-Ayeh,26,180.0,Ghana,67,68,Phil,Ofosu-Ayeh
P. Zulu,Philani Zulu,25,178.0,South Africa,67,68,Philani,Zulu
Puertas,Puertas,26,183.0,Spain,67,68,Puertas,-
R. Arias,Ramón Arias,25,180.0,Uruguay,67,68,Ramón,Arias
R. Torres,Roger Torres,26,170.0,Colombia,67,68,Roger,Torres
R. Tafazolli,Ryan Tafazolli,26,196.0,England,67,68,Ryan,Tafazolli
S. Aytaç,Sakıb Aytaç,26,188.0,Turkey,67,68,Sakıb,Aytaç
S. Molina,Salvatore Molina,26,178.0,Italy,67,68,Salvatore,Molina
S. Jovanović,Saša Jovanović,26,175.0,Serbia,67,68,Saša,Jovanović
S. Mielitz,Sebastian Mielitz,28,188.0,Germany,67,68,Sebastian,Mielitz
S. Bradley,Sonny Bradley,26,196.0,England,67,68,Sonny,Bradley
S. Pettinari,Stefano Pettinari,26,185.0,Italy,67,68,Stefano,Pettinari
S. Gbohouo,Sylvain Gbohouo,29,190.0,Ivory Coast,67,68,Sylvain,Gbohouo
S. Bruzzese,Sébastien Bruzzese,29,185.0,Belgium,67,68,Sébastien,Bruzzese
T. Taguchi,Taishi Taguchi,27,175.0,Japan,67,68,Taishi,Taguchi
T. Ebner,Thomas Ebner,26,180.0,Austria,67,68,Thomas,Ebner
T. Rogne,Thomas Rogne,28,190.0,Norway,67,68,Thomas,Rogne
T. Thiele,Timmy Thiele,26,188.0,Germany,67,68,Timmy,Thiele
T. Eaves,Tom Eaves,26,193.0,England,67,68,Tom,Eaves
V. Lundberg,Viktor Lundberg,27,188.0,Sweden,67,68,Viktor,Lundberg
V. Kostevych,Volodymyr Kostevych,25,175.0,Ukraine,67,68,Volodymyr,Kostevych
X. Mlambo,Xola Mlambo,27,170.0,South Africa,67,68,Xola,Mlambo
Y. Toutouh,Youssef Toutouh,25,188.0,Denmark,67,68,Youssef,Toutouh
Z. MacMath,Zac MacMath,26,188.0,United States,67,68,Zac,MacMath
Z. Valentin,Zarek Valentin,26,183.0,United States,67,68,Zarek,Valentin
I. Depe,İlhan Depe,25,173.0,Turkey,67,68,İlhan,Depe
A. DeLaGarza,A.J. DeLaGarza,30,175.0,Guam,67,67,A.J.,DeLaGarza
A. Durak,Abdullah Durak,31,180.0,Turkey,67,67,Abdullah,Durak
A. Oumarou,Aboubakar Oumarou,31,188.0,Cameroon,67,67,Aboubakar,Oumarou
Abraham,Abraham,32,175.0,Spain,67,67,Abraham,-
Accioly,Accioly,37,188.0,Brazil,67,67,Accioly,-
A. El-Abd,Adam El-Abd,33,180.0,Egypt,67,67,Adam,El-Abd
Adaílton,Adaílton,27,175.0,Brazil,67,67,Adaílton,-
A. Winter,Adrian Winter,31,178.0,Switzerland,67,67,Adrian,Winter
A. Calello,Adrián Calello,31,178.0,Argentina,67,67,Adrián,Calello
A. Al Fraidi,Ahmed Mohammed Al Fraidi,30,175.0,Saudi Arabia,67,67,Ahmed,Mohammed Al Fraidi
A. Judge,Alan Judge,29,170.0,Republic of Ireland,67,67,Alan,Judge
A. González,Alejandro González,30,183.0,Uruguay,67,67,Alejandro,González
A. Sánchez,Alejandro Sánchez,31,188.0,Argentina,67,67,Alejandro,Sánchez
Alemão,Alemão,31,180.0,Brazil,67,67,Alemão,-
A. Brosque,Alex Brosque,34,183.0,Australia,67,67,Alex,Brosque
A. Bruce,Alex Bruce,33,180.0,Northern Ireland,67,67,Alex,Bruce
Alex Doneiro,Alex Doneiro,30,175.0,Brazil,67,67,Alex,Doneiro
A. Messaoud,Ali Messaoud,27,185.0,Morocco,67,67,Ali,Messaoud
A. Dembélé,Alliou Dembélé,30,168.0,France,67,67,Alliou,Dembélé
A. Nouri,Amin Nouri,28,180.0,Norway,67,67,Amin,Nouri
A. Ngamukol,Anatole Ngamukol,30,178.0,DR Congo,67,67,Anatole,Ngamukol
A. Arrighini,Andrea Arrighini,28,180.0,Italy,67,67,Andrea,Arrighini
A. Nalini,Andrea Nalini,28,180.0,Italy,67,67,Andrea,Nalini
A. Shinnie,Andrew Shinnie,28,180.0,Scotland,67,67,Andrew,Shinnie
André Bahia,André Bahia,34,183.0,Brazil,67,67,André,Bahia
André Claro,André Claro,27,183.0,Portugal,67,67,André,Claro
A. Rodriguez,Angel Rodriguez,25,175.0,Uruguay,67,67,Angel,Rodriguez
A. Grant,Anthony Grant,31,180.0,England,67,67,Anthony,Grant
A. Barillà,Antonino Barillà,30,180.0,Italy,67,67,Antonino,Barillà
A. Robic,Antony Robic,32,180.0,France,67,67,Antony,Robic
A. Al Sahabi,Aqeel Al Sahabi,31,180.0,Saudi Arabia,67,67,Aqeel,Al Sahabi
A. Vargas,Armando Vargas,29,170.0,Colombia,67,67,Armando,Vargas
A. Mbekile,Asavela Mbekile,31,173.0,South Africa,67,67,Asavela,Mbekile
A. Al Qarni,Assaf Ahmed Al Qarni,34,183.0,Saudi Arabia,67,67,Assaf,Ahmed Al Qarni
Assis,Assis,28,188.0,Brazil,67,67,Assis,-
Augusto,Augusto,30,180.0,Portugal,67,67,Augusto,-
B. van Hintum,Bart van Hintum,31,178.0,Netherlands,67,67,Bart,van Hintum
B. Rymaniak,Bartosz Rymaniak,28,188.0,Poland,67,67,Bartosz,Rymaniak
B. Djiby Fall,Baye Djiby Fall,33,188.0,Senegal,67,67,Baye,Djiby Fall
B. Hamer,Ben Hamer,30,193.0,England,67,67,Ben,Hamer
B. Jones,Billy Jones,31,180.0,England,67,67,Billy,Jones
B. Kopplin,Björn Kopplin,29,183.0,Germany,67,67,Björn,Kopplin
Borja Viguera,Borja Viguera,31,183.0,Spain,67,67,Borja,Viguera
B. Mitrev,Bozhidar Mitrev,31,183.0,Bulgaria,67,67,Bozhidar,Mitrev
Breno Laranjeiro,Breno Laranjeiro,30,180.0,Brazil,67,67,Breno,Laranjeiro
B. Romo,Bruno Romo,29,185.0,Chile,67,67,Bruno,Romo
Camacho,Camacho,37,180.0,Spain,67,67,Camacho,-
C. Espinosa,Carlos Espinosa,35,173.0,Chile,67,67,Carlos,Espinosa
C. Acuña,Carlos Javier Acuña,30,175.0,Paraguay,67,67,Carlos,Javier Acuña
C. Lizarazo,Carlos Lizarazo,27,170.0,Colombia,67,67,Carlos,Lizarazo
C. Gönen,Cenk Gönen,30,190.0,Turkey,67,67,Cenk,Gönen
Cesinha,Cesinha,28,178.0,Brazil,67,67,Cesinha,-
C. Evans,Ched Evans,29,183.0,Wales,67,67,Ched,Evans
C. Burke,Chris Burke,34,175.0,Scotland,67,67,Chris,Burke
Chris Farminhão,Chris Farminhão,34,188.0,Brazil,67,67,Chris,Farminhão
C. Maguire,Chris Maguire,29,170.0,Scotland,67,67,Chris,Maguire
C. Pontius,Chris Pontius,30,183.0,United States,67,67,Chris,Pontius
C. Seitz,Chris Seitz,31,190.0,United States,67,67,Chris,Seitz
C. Grindheim,Christian Grindheim,34,178.0,Norway,67,67,Christian,Grindheim
C. Handke,Christopher Handke,29,190.0,Germany,67,67,Christopher,Handke
C. Schorch,Christopher Schorch,29,188.0,Germany,67,67,Christopher,Schorch
Chus Herrero,Chus Herrero,34,183.0,Spain,67,67,Chus,Herrero
Claudio Silbeiro,Claudio Silbeiro,34,183.0,Brazil,67,67,Claudio,Silbeiro
Claytisco Branco,Claytisco Branco,34,183.0,Brazil,67,67,Claytisco,Branco
C. Donaldson,Clayton Donaldson,34,185.0,Jamaica,67,67,Clayton,Donaldson
Clemente,Clemente,34,183.0,Portugal,67,67,Clemente,-
C. Lade,Connor Lade,28,170.0,United States,67,67,Connor,Lade
C. Râpă,Cornel Râpă,28,180.0,Romania,67,67,Cornel,Râpă
C. Chiricò,Cosimo Chiricò,26,170.0,Italy,67,67,Cosimo,Chiricò
C. Morgan,Craig Morgan,33,188.0,Wales,67,67,Craig,Morgan
C. Noone,Craig Noone,30,178.0,England,67,67,Craig,Noone
C. Del Grosso,Cristiano Del Grosso,35,170.0,Italy,67,67,Cristiano,Del Grosso
C. Cambon,Cédric Cambon,31,183.0,France,67,67,Cédric,Cambon
C. Arias,César Arias,30,175.0,Colombia,67,67,César,Arias
D. Nishi,Daigo Nishi,30,175.0,Japan,67,67,Daigo,Nishi
D. Bohar,Damjan Bohar,26,173.0,Slovenia,67,67,Damjan,Bohar
Dani Rodríguez,Dani Rodríguez,30,178.0,Spain,67,67,Dani,Rodríguez
D. Braaten,Daniel Braaten,36,183.0,Norway,67,67,Daniel,Braaten
D. Cardoso,Daniel Cardoso,29,183.0,South Africa,67,67,Daniel,Cardoso
D. Keita-Ruel,Daniel Keita-Ruel,28,185.0,Germany,67,67,Daniel,Keita-Ruel
D. Lafferty,Daniel Lafferty,29,180.0,Northern Ireland,67,67,Daniel,Lafferty
D. Rowe,Danny Rowe,26,183.0,England,67,67,Danny,Rowe
D. Swanson,Danny Swanson,31,168.0,Scotland,67,67,Danny,Swanson
D. Mendiseca,Darío Mendiseca,22,183.0,Paraguay,67,67,Darío,Mendiseca
D. Perkins,David Perkins,36,168.0,England,67,67,David,Perkins
D. Furman,Dean Furman,30,183.0,South Africa,67,67,Dean,Furman
D. Sorgić,Dejan Sorgić,28,178.0,Serbia,67,67,Dejan,Sorgić
Deng Xiaofei,Deng Xiaofei,35,185.0,China PR,67,67,Deng,Xiaofei
D. Kempe,Dennis Kempe,32,188.0,Germany,67,67,Dennis,Kempe
Diego Aguirre,Diego Aguirre,27,175.0,Spain,67,67,Diego,Aguirre
Diego Maurício,Diego Maurício,27,183.0,Brazil,67,67,Diego,Maurício
D. Nazarov,Dimitrij Nazarov,28,183.0,Azerbaijan,67,67,Dimitrij,Nazarov
D. Malone,Dion Malone,29,185.0,Suriname,67,67,Dion,Malone
D. Dervite,Dorian Dervite,29,193.0,France,67,67,Dorian,Dervite
E. Soriano,Elia Soriano,29,183.0,Germany,67,67,Elia,Soriano
E. Mosquera,Elvis Mosquera,27,183.0,Colombia,67,67,Elvis,Mosquera
E. Padella,Emanuele Padella,29,188.0,Italy,67,67,Emanuele,Padella
E. Salomonsson,Emil Salomonsson,29,183.0,Sweden,67,67,Emil,Salomonsson
E. Albín,Emiliano Albín,29,175.0,Uruguay,67,67,Emiliano,Albín
E. Kujović,Emir Kujović,30,193.0,Sweden,67,67,Emir,Kujović
E. Güral,Emre Güral,29,188.0,Turkey,67,67,Emre,Güral
E. Trejo,Erbín Trejo,28,170.0,Mexico,67,67,Erbín,Trejo
E. Tozlu,Eren Tozlu,27,178.0,Turkey,67,67,Eren,Tozlu
E. Bakker,Erik Bakker,28,178.0,Netherlands,67,67,Erik,Bakker
E. Friberg,Erik Friberg,32,178.0,Sweden,67,67,Erik,Friberg
E. Alvarado,Esteban Alvarado,29,193.0,Costa Rica,67,67,Esteban,Alvarado
E. Carvajal,Esteban Carvajal,29,173.0,Chile,67,67,Esteban,Carvajal
Estevãtinho,Estevãtinho,26,178.0,Brazil,67,67,Estevãtinho,-
F. Concas,Fabio Concas,31,178.0,Italy,67,67,Fabio,Concas
F. Guichón,Facundo Guichón,27,183.0,Uruguay,67,67,Facundo,Guichón
F. Ben Youssef,Fakhereedine Ben Youssef,27,190.0,Tunisia,67,67,Fakhereedine,Ben Youssef
F. Andriatsima,Faneva Andriatsima,34,183.0,Madagascar,67,67,Faneva,Andriatsima
F. Crivelli,Federico Crivelli,36,185.0,Argentina,67,67,Federico,Crivelli
Felipe Saad,Felipe Saad,34,188.0,Brazil,67,67,Felipe,Saad
Fepe Avedo,Fepe Avedo,30,183.0,Brazil,67,67,Fepe,Avedo
F. Öztorun,Ferhat Öztorun,31,175.0,Turkey,67,67,Ferhat,Öztorun
F. Brandán,Fernando Brandán,28,168.0,Argentina,67,67,Fernando,Brandán
F. Saavedra,Fernando Saavedra,32,175.0,Chile,67,67,Fernando,Saavedra
F. Telechea,Fernando Telechea,36,180.0,Argentina,67,67,Fernando,Telechea
F. Migliore,Francesco Migliore,30,173.0,Italy,67,67,Francesco,Migliore
F. Nájera,Francisco Nájera,34,185.0,Colombia,67,67,Francisco,Nájera
F. Rodríguez,Francisco Rodríguez,36,190.0,Mexico,67,67,Francisco,Rodríguez
F. Rodríguez,Francisco Rodríguez,31,185.0,Colombia,67,67,Francisco,Rodríguez
F. Signorelli,Franco Signorelli,27,178.0,Venezuela,67,67,Franco,Signorelli
Fred Soidares,Fred Soidares,34,190.0,Brazil,67,67,Fred,Soidares
F. Sears,Freddie Sears,28,170.0,England,67,67,Freddie,Sears
Frederico Rendel,Frederico Rendel,30,180.0,Brazil,67,67,Frederico,Rendel
F. Heerkens,Freek Heerkens,28,183.0,Netherlands,67,67,Freek,Heerkens
F. Micolta,Félix Micolta,28,178.0,Colombia,67,67,Félix,Micolta
G. Evans,Gareth Evans,30,183.0,England,67,67,Gareth,Evans
G. Dicker,Gary Dicker,31,183.0,Republic of Ireland,67,67,Gary,Dicker
G. O'Neil,Gary O'Neil,35,173.0,England,67,67,Gary,O'Neil
G. Saunders,George Saunders,29,175.0,England,67,67,George,Saunders
G. Gutiérrez,Germán Gutiérrez,28,170.0,Colombia,67,67,Germán,Gutiérrez
G. Herrera,Germán Herrera,34,180.0,Argentina,67,67,Germán,Herrera
G. Munari,Gianni Munari,35,190.0,Italy,67,67,Gianni,Munari
G. Loovens,Glenn Loovens,34,190.0,Netherlands,67,67,Glenn,Loovens
G. Díaz,Gonzalo Díaz,28,170.0,Argentina,67,67,Gonzalo,Díaz
Gonzalo Verdú,Gonzalo Verdú,29,185.0,Spain,67,67,Gonzalo,Verdú
G. Villagra,Gonzalo Villagra,36,175.0,Chile,67,67,Gonzalo,Villagra
G. Cvijanović,Goran Cvijanović,31,178.0,Slovenia,67,67,Goran,Cvijanović
G. Bourillon,Grégory Bourillon,34,188.0,France,67,67,Grégory,Bourillon
Gustavo Pastinho,Gustavo Pastinho,26,183.0,Brazil,67,67,Gustavo,Pastinho
H. Martínez,Hans Martínez,31,178.0,Chile,67,67,Hans,Martínez
H. Singh,Harmeet Singh,27,180.0,Norway,67,67,Harmeet,Singh
H. Jimenez,Hector Jimenez,29,175.0,United States,67,67,Hector,Jimenez
H. Rojas,Henry Rojas,30,178.0,Colombia,67,67,Henry,Rojas
H. Fujiharu,Hiroki Fujiharu,29,175.0,Japan,67,67,Hiroki,Fujiharu
H. Mizumoto,Hiroki Mizumoto,32,183.0,Japan,67,67,Hiroki,Mizumoto
H. Sato,Hisato Sato,36,170.0,Japan,67,67,Hisato,Sato
Hwang Jin Sung,Hwang Jin Sung,34,178.0,Korea Republic,67,67,Hwang,Jin Sung
H. Berríos,Héctor Berríos,31,175.0,Chile,67,67,Héctor,Berríos
Héctor Rodas,Héctor Rodas,30,190.0,Spain,67,67,Héctor,Rodas
Héctor Verdés,Héctor Verdés,34,185.0,Spain,67,67,Héctor,Verdés
I. Henderson,Ian Henderson,33,178.0,England,67,67,Ian,Henderson
Ibson Melo,Ibson Melo,28,178.0,Brazil,67,67,Ibson,Melo
I. Pallas,Ignacio Pallas,35,190.0,Uruguay,67,67,Ignacio,Pallas
Ilhamjan Iminjan,Ilhamjan Iminjan,32,175.0,China PR,67,67,Ilhamjan,Iminjan
Ilsinho,Ilsinho,32,178.0,Brazil,67,67,Ilsinho,-
I. Chebake,Issam Chebake,28,175.0,Morocco,67,67,Issam,Chebake
